_pathTag,"Test Case Description",Priority,"Can Automate","Is Automated","Validation points","Test Step Description"
Project,"""Send invitation to the account not already in use with ""User"" role and select ""Translation Language"" and select Group to access",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Invite member&quot; button</li><li>Entering &quot;Email&quot; you want to send invitation and set role is &quot;User&quot; (email not already in use)</li><li>Select any language in &quot;Translation language&quot; for account</li><li>Select a group to grant access</li><li>Click on &quot;Invite&quot; button</li>"
Project,"Send invitation to the account not already in use with ""Admin"" role and select group to access",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Invite member&quot; button</li><li>Entering &quot;Email&quot; you want to send invitation and set role is &quot;admin&quot; (email not already in use) </li><li>Select a group to grant access</li><li>Click on &quot;Invite&quot; button</li>"
Project,"Send invitation to the account already in use with ""Admin"" role and select group to access",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Invite member&quot; button</li><li>Entering &quot;Email&quot; you want to send invitation and set role is &quot;Admin&quot; (Email already in use)</li><li>Select a group to grant access</li><li>Click on &quot;Invite&quot; button</li>"
Project,"View information (Name , Description, Author, Create date...)",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Detail&quot; button</li><li>Select &quot;About&quot;</li><li>View information of the database such as Name, Description, Author, create date...</li>"
Project,"Edit description of workspace in about",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Detail&quot; button</li><li>Select &quot;About&quot;</li><li>Entering new description for workspace</li>"
Project,"View all Group and all member",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Detail&quot; button</li><li>Select &quot;Group &amp; members&quot;</li><li>View all group and all member </li>"
Project,"View all member filter to group",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Detail&quot; button</li><li>Select &quot;Group &amp; members&quot;</li><li>Click on the any group to view all member filter to group</li>"
Project,"Find a member by input any character of member's name",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Detail&quot; button</li><li>Select &quot;Group &amp; members&quot;</li><li>Entering any character of member&#39;s name into &quot;Find a member&quot; flied</li>"
Project,"Find a member by input full member's name",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Click on the &quot;Detail&quot; button</li><li>Select &quot;Group &amp; members&quot;</li><li>Entering full member&#39;s name into &quot;Find a member&quot; flied</li>"
Grid/Column,"Copy column have data type is ""Single line"" to ""Multiple Lines""",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Single column&quot;</li><li>Paste column header to column have data type is &quot;Multiple column&quot;</li>"
Grid/Column,"Copy column have data type is ""Single line"" to ""Rich Text""",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Single column&quot;</li><li>Paste column header to column have data type is &quot;Rich Text&quot;</li>"
Grid/Column,"Copy column have data type is ""Single line"" to ""Number""",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Single column&quot;</li><li>Paste column header to column have data type is &quot;Number&quot;</li>"
Grid/Column,"Copy column have data type is ""Single line"" to ""Single selection""",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Single column&quot;</li><li>Paste column header to column have data type is &quot;Single Selection&quot;</li>"
Grid/Column,"Copy column have data type is ""Single line"" to ""Date time""",,true,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Single column&quot;</li><li>Paste column header to column have data type is &quot;Date time&quot;</li>"
Grid/Column,"Copy column have data type is ""Single line"" to ""localization"" have localization type is ""Source language""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Single column&quot;</li><li>Paste column header to column have data type is &quot;Localization&quot; and localization type is &quot;Source language&quot;</li>"
Grid/Column,"Copy column have data type is ""Single line"" to ""localization"" have localization type is ""Target language""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Single column&quot;</li><li>Paste column header to column have data type is &quot;Localization&quot; and localization type is &quot;Target language&quot;</li>"
Grid/Column,"Copy column have data type is ""Multiple lines"" to ""Single Line""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Multiple columns&quot;</li><li>Paste column header to column have data type is &quot;Singe column&quot;</li>"
Grid/Column,"Copy column have data type is ""Multiple lines"" to ""Rich text""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Multiple columns&quot;</li><li>Paste column header to column have data type is &quot;Rich text&quot;</li>"
Grid/Column,"Copy column have data type is ""Multiple lines"" to ""number""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Multiple columns&quot;</li><li>Paste column header to column have data type is &quot;Number&quot;</li>"
Grid/Column,"Copy column have data type is ""Multiple lines"" to ""Single selection""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Multiple columns&quot;</li><li>Paste column header to column have data type is &quot;Singe selection&quot;</li>"
Grid/Column,"Copy column have data type is ""Multiple lines"" to ""Date time""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Multiple columns&quot;</li><li>Paste column header to column have data type is &quot;Date time&quot;</li>"
Grid/Column,"Copy column have data type is ""Multiple lines"" to ""localization"" have localization type is ""Target language""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Multiple columns&quot;</li><li>Paste column header to column have data type is &quot;Localization&quot; and localization type is &quot;Source language&quot;</li>"
Grid/Column,"Copy column have data type is ""Multiple lines"" to ""localization"" have localization type is ""Source language""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Multiple columns&quot;</li><li>Paste column header to column have data type is &quot;Localization&quot; and localization type is &quot;Target language&quot;</li>"
Grid/Column,"Copy column have data type is ""Rich text"" to ""Single Line""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Rich text&quot;</li><li>Paste column header to column have data type is &quot;Single column&quot;</li>"
Grid/Column,"Copy column have data type is ""Rich text"" to ""Multiple Lines""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Rich text&quot;</li><li>Paste column header to column have data type is &quot;Multiple columns&quot;</li>"
Grid/Column,"Copy column have data type is ""Rich text"" to ""Number""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Rich text&quot;</li><li>Paste column header to column have data type is &quot;Number&quot;</li>"
Grid/Column,"Copy column have data type is ""Rich text"" to ""Single Selection""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Rich text&quot;</li><li>Paste column header to column have data type is &quot;Single selection&quot;</li>"
Grid/Column,"Copy column have data type is ""Rich text"" to ""Date time""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Rich text&quot;</li><li>Paste column header to column have data type is &quot;Date time&quot;</li>"
Grid/Column,"Copy column have data type is ""Rich text"" to ""localization"" have localization type is ""Target language""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Rich text&quot;</li><li>Paste column header to column have data type is &quot;localization&quot; and localization type is &quot;Source language&quot;</li>"
Grid/Column,"Copy column have data type is ""Rich text"" to ""localization"" have localization type is ""Source language""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Rich text&quot;</li><li>Paste column header to column have data type is &quot;localization&quot; and localization type is &quot;Target language&quot;</li>"
Grid/Column,"Copy column have data type is ""Number"" to ""Single Line""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Number&quot;</li><li>Paste column header to column have data type is &quot;Single column&quot;</li>"
Grid/Column,"Copy column have data type is ""Number"" to ""Multiple Lines""",,false,false,,"<li>Access to &quot;workspace&quot; screen.</li><li>Select grid you want to access</li><li>Access to &quot;Grid&quot; screen.</li><li>Copy column header have data type is &quot;Number&quot;</li><li>Paste column header to column have data type is &quot;Multiple columns&quot;</li>"
